user,City,Country,Time (days),City-Country
skyler,London,United Kingdom,22,"London, United Kingdom"
skyler,Manchester,United Kingdom,6,"Manchester, United Kingdom"
skyler,"Minneapolis, MN",United States,7,"Minneapolis, MN, United States"
skyler,"Nashville, TN",United States,4,"Nashville, TN, United States"
skyler,"Portland, OR",United States,19,"Portland, OR, United States"
skyler,Vancouver,Canada,2,"Vancouver, Canada"
skywinder,Amsterdam,Netherlands,42,"Amsterdam, Netherlands"
skywinder,Antalya,Turkey,8,"Antalya, Turkey"
skywinder,Arequipa,Peru,4,"Arequipa, Peru"
skywinder,Athens,Greece,33,"Athens, Greece"
skywinder,Bangkok,Thailand,36,"Bangkok, Thailand"
skywinder,Barcelona,Spain,3,"Barcelona, Spain"
skywinder,Berlin,Germany,38,"Berlin, Germany"
skywinder,Brussels,Belgium,1492,"Brussels, Belgium"
skywinder,"Canggu, Bali",Indonesia,54,"Canggu, Bali, Indonesia"
skywinder,Cebu,Philippines,3,"Cebu, Philippines"
skywinder,Chiang Mai,Thailand,43,"Chiang Mai, Thailand"
skywinder,Dahab,Egypt,31,"Dahab, Egypt"
skywinder,"Denver, CO",United States,8,"Denver, CO, United States"
skywinder,Dublin,Ireland,31,"Dublin, Ireland"
skywinder,Essaouira,Morocco,21,"Essaouira, Morocco"
skywinder,Fukuoka,Japan,2,"Fukuoka, Japan"
skywinder,"George Town, Penang",Malaysia,5,"George Town, Penang, Malaysia"
skywinder,Goa,India,4,"Goa, India"
skywinder,Guangzhou,China,5,"Guangzhou, China"
skywinder,Hiroshima,Japan,2,"Hiroshima, Japan"
skywinder,Hong Kong,Hong Kong,10,"Hong Kong, Hong Kong"
skywinder,Kaohsiung,Taiwan,2,"Kaohsiung, Taiwan"
skywinder,Kiev,Ukraine,37,"Kiev, Ukraine"
skywinder,Ko Pha Ngan,Thailand,188,"Ko Pha Ngan, Thailand"
skywinder,Ko Samui,Thailand,8,"Ko Samui, Thailand"
skywinder,Kuala Lumpur,Malaysia,4,"Kuala Lumpur, Malaysia"
skywinder,Kyoto,Japan,2,"Kyoto, Japan"
skywinder,Larnaca,Cyprus,545,"Larnaca, Cyprus"
skywinder,Lima,Peru,10,"Lima, Peru"
skywinder,Limassol,Cyprus,647,"Limassol, Cyprus"
skywinder,Mexico City,Mexico,6,"Mexico City, Mexico"
skywinder,Milan,Italy,1,"Milan, Italy"
skywinder,Minsk,Belarus,3,"Minsk, Belarus"
skywinder,Moscow,Russia,330,"Moscow, Russia"
skywinder,Munich,Germany,15,"Munich, Germany"
skywinder,"New York City, NY",United States,14,"New York City, NY, United States"
skywinder,Osaka,Japan,6,"Osaka, Japan"
skywinder,Palawan,Philippines,5,"Palawan, Philippines"
skywinder,Paris,France,6,"Paris, France"
skywinder,Pattaya,Thailand,9,"Pattaya, Thailand"
skywinder,Phuket,Thailand,25,"Phuket, Thailand"
skywinder,"San Francisco, CA",United States,38,"San Francisco, CA, United States"
skywinder,Singapore,Singapore,31,"Singapore, Singapore"
skywinder,Srinagar,India,24,"Srinagar, India"
skywinder,Taipei,Taiwan,9,"Taipei, Taiwan"
skywinder,Tallinn,Estonia,31,"Tallinn, Estonia"
skywinder,Tel Aviv,Israel,31,"Tel Aviv, Israel"
skywinder,"Tenerife, Canary Islands",Spain,31,"Tenerife, Canary Islands, Spain"
skywinder,Tokyo,Japan,8,"Tokyo, Japan"
skywinder,"Ubud, Bali",Indonesia,6,"Ubud, Bali, Indonesia"
skywinder,Vienna,Austria,62,"Vienna, Austria"
skywinder,Yokohama,Japan,5,"Yokohama, Japan"
skywinder,Zurich,Switzerland,31,"Zurich, Switzerland"
sloanesquire,Bangkok,Thailand,30,"Bangkok, Thailand"
sloanesquire,Lausanne,Switzerland,60,"Lausanne, Switzerland"
slybridges,Aberdeen,United Kingdom,6,"Aberdeen, United Kingdom"
slybridges,Adelaide,Australia,4,"Adelaide, Australia"
slybridges,Agadir,Morocco,5,"Agadir, Morocco"
slybridges,"Albuquerque, NM",United States,1,"Albuquerque, NM, United States"
slybridges,Antigua,Guatemala,3,"Antigua, Guatemala"
slybridges,Arnhem,Netherlands,2,"Arnhem, Netherlands"
slybridges,Auckland,New Zealand,16,"Auckland, New Zealand"
slybridges,Bangkok,Thailand,3,"Bangkok, Thailand"
slybridges,Barcelona,Spain,32,"Barcelona, Spain"
slybridges,Bay Islands,Honduras,6,"Bay Islands, Honduras"
slybridges,Beijing,China,5,"Beijing, China"
slybridges,Belfast,United Kingdom,2,"Belfast, United Kingdom"
slybridges,Bergen,Norway,2,"Bergen, Norway"
slybridges,Berlin,Germany,6,"Berlin, Germany"
slybridges,Bilbao,Spain,4,"Bilbao, Spain"
slybridges,Bocas del Toro,Panama,2,"Bocas del Toro, Panama"
slybridges,Boracay,Philippines,7,"Boracay, Philippines"
slybridges,"Boston, MA",United States,1,"Boston, MA, United States"
slybridges,Bratislava,Slovakia,4,"Bratislava, Slovakia"
slybridges,Brisbane,Australia,6,"Brisbane, Australia"
slybridges,Bristol,United Kingdom,2,"Bristol, United Kingdom"
slybridges,Brussels,Belgium,2,"Brussels, Belgium"
slybridges,Bucharest,Romania,7,"Bucharest, Romania"
slybridges,Budapest,Hungary,9,"Budapest, Hungary"
slybridges,Cabo San Lucas,Mexico,6,"Cabo San Lucas, Mexico"
slybridges,Cancun,Mexico,14,"Cancun, Mexico"
slybridges,Cartagena,Colombia,23,"Cartagena, Colombia"
slybridges,"Chania, Crete",Greece,1,"Chania, Crete, Greece"
slybridges,Chennai,India,23,"Chennai, India"
slybridges,"Chicago, IL",United States,19,"Chicago, IL, United States"
slybridges,Christchurch,New Zealand,2,"Christchurch, New Zealand"
slybridges,Cluj,Romania,2,"Cluj, Romania"
slybridges,Cologne,Germany,5,"Cologne, Germany"
slybridges,Copenhagen,Denmark,3,"Copenhagen, Denmark"
slybridges,Curitiba,Brazil,7,"Curitiba, Brazil"
slybridges,"Dallas, TX",United States,1,"Dallas, TX, United States"
slybridges,Dubai,United Arab Emirates,2,"Dubai, United Arab Emirates"
slybridges,Dublin,Ireland,5,"Dublin, Ireland"
slybridges,Dunedin,New Zealand,3,"Dunedin, New Zealand"
slybridges,Dusseldorf,Germany,1,"Dusseldorf, Germany"
slybridges,"Fort Lauderdale, FL",United States,1,"Fort Lauderdale, FL, United States"
slybridges,Frankfurt,Germany,5,"Frankfurt, Germany"
slybridges,Gdansk,Poland,3,"Gdansk, Poland"
slybridges,Grenoble,France,3,"Grenoble, France"
slybridges,Groningen,Netherlands,761,"Groningen, Netherlands"
slybridges,Hanoi,Vietnam,7,"Hanoi, Vietnam"
slybridges,Havana,Cuba,8,"Havana, Cuba"
slybridges,Hong Kong,Hong Kong,9,"Hong Kong, Hong Kong"
slybridges,Istanbul,Turkey,9,"Istanbul, Turkey"
slybridges,"Key West, FL",United States,1,"Key West, FL, United States"
slybridges,Ko Pha Ngan,Thailand,4,"Ko Pha Ngan, Thailand"
slybridges,Krabi,Thailand,3,"Krabi, Thailand"
slybridges,Kraków,Poland,8,"Kraków, Poland"
slybridges,Kuala Lumpur,Malaysia,41,"Kuala Lumpur, Malaysia"
slybridges,"Las Vegas, NV",United States,5,"Las Vegas, NV, United States"
slybridges,Lisbon,Portugal,4,"Lisbon, Portugal"
slybridges,Ljubljana,Slovenia,3,"Ljubljana, Slovenia"
slybridges,London,United Kingdom,7,"London, United Kingdom"
slybridges,"Los Angeles, CA",United States,7,"Los Angeles, CA, United States"
slybridges,Lyon,France,1,"Lyon, France"
slybridges,Macau,China,2,"Macau, China"
slybridges,Madrid,Spain,3,"Madrid, Spain"
slybridges,Malaga,Spain,13,"Malaga, Spain"
slybridges,Melbourne,Australia,8,"Melbourne, Australia"
slybridges,Mexico City,Mexico,5,"Mexico City, Mexico"
slybridges,"Miami, FL",United States,6,"Miami, FL, United States"
slybridges,Milan,Italy,4,"Milan, Italy"
slybridges,Montreal,Canada,28,"Montreal, Canada"
slybridges,Moscow,Russia,3,"Moscow, Russia"
slybridges,Munich,Germany,2,"Munich, Germany"
slybridges,"New Orleans, LA",United States,3,"New Orleans, LA, United States"
slybridges,"New York City, NY",United States,14,"New York City, NY, United States"
slybridges,Nice,France,462,"Nice, France"
slybridges,Norwich,United Kingdom,3,"Norwich, United Kingdom"
slybridges,Oslo,Norway,5,"Oslo, Norway"
slybridges,Panama City,Panama,19,"Panama City, Panama"
slybridges,Paris,France,2463,"Paris, France"
slybridges,Perth,Australia,6,"Perth, Australia"
slybridges,Philipsburg,Sint Maarten,1,"Philipsburg, Sint Maarten"
slybridges,Playa del Carmen,Mexico,5,"Playa del Carmen, Mexico"
slybridges,"Ponta Delgada, Azores",Portugal,1,"Ponta Delgada, Azores, Portugal"
slybridges,Port Louis,Mauritius,60,"Port Louis, Mauritius"
slybridges,Porto Alegre,Brazil,7,"Porto Alegre, Brazil"
slybridges,Prague,Czechia,3,"Prague, Czechia"
slybridges,Puebla,Mexico,7,"Puebla, Mexico"
slybridges,Puerto Vallarta,Mexico,1,"Puerto Vallarta, Mexico"
slybridges,Quebec City,Canada,3,"Quebec City, Canada"
slybridges,Reykjavik,Iceland,7,"Reykjavik, Iceland"
slybridges,Rio de Janeiro,Brazil,7,"Rio de Janeiro, Brazil"
slybridges,Rome,Italy,8,"Rome, Italy"
slybridges,San Cristóbal de las Casas,Mexico,2,"San Cristóbal de las Casas, Mexico"
slybridges,"San Diego, CA",United States,2,"San Diego, CA, United States"
slybridges,"San Francisco, CA",United States,2,"San Francisco, CA, United States"
slybridges,San Juan,Puerto Rico,1,"San Juan, Puerto Rico"
slybridges,San Juan del Sur,Nicaragua,4,"San Juan del Sur, Nicaragua"
slybridges,San Pedro Sula,Honduras,3,"San Pedro Sula, Honduras"
slybridges,Santa Marta,Colombia,7,"Santa Marta, Colombia"
slybridges,Santo Domingo,Dominican Republic,4,"Santo Domingo, Dominican Republic"
slybridges,Santorini,Greece,4,"Santorini, Greece"
slybridges,Seoul,South Korea,3,"Seoul, South Korea"
slybridges,Seville,Spain,3,"Seville, Spain"
slybridges,Shanghai,China,3,"Shanghai, China"
slybridges,Singapore,Singapore,9,"Singapore, Singapore"
slybridges,Sofia,Bulgaria,2,"Sofia, Bulgaria"
slybridges,Southampton,United Kingdom,3,"Southampton, United Kingdom"
slybridges,Stockholm,Sweden,4,"Stockholm, Sweden"
slybridges,Strasbourg,France,2,"Strasbourg, France"
slybridges,Sydney,Australia,12,"Sydney, Australia"
slybridges,The Hague,Netherlands,46,"The Hague, Netherlands"
slybridges,Toronto,Canada,3,"Toronto, Canada"
slybridges,Toulouse,France,2,"Toulouse, France"
slybridges,Tromso,Norway,4,"Tromso, Norway"
slybridges,"Ubud, Bali",Indonesia,13,"Ubud, Bali, Indonesia"
slybridges,Ulaanbaatar,Mongolia,5,"Ulaanbaatar, Mongolia"
slybridges,Valencia,Spain,10,"Valencia, Spain"
slybridges,Vienna,Austria,2,"Vienna, Austria"
slybridges,Warsaw,Poland,3,"Warsaw, Poland"
slybridges,Wellington,New Zealand,3,"Wellington, New Zealand"
smackedbyafoodi,"Atlanta, GA",United States,1835,"Atlanta, GA, United States"
smackedbyafoodi,"Birmingham, AL",United States,1,"Birmingham, AL, United States"
smackedbyafoodi,"Boston, MA",United States,31,"Boston, MA, United States"
smackedbyafoodi,Cancun,Mexico,6,"Cancun, Mexico"
smackedbyafoodi,Dubai,United Arab Emirates,9,"Dubai, United Arab Emirates"
smackedbyafoodi,Guadalajara,Mexico,8,"Guadalajara, Mexico"
smackedbyafoodi,"Las Vegas, NV",United States,6,"Las Vegas, NV, United States"
smackedbyafoodi,Lima,Peru,1,"Lima, Peru"
smackedbyafoodi,"Los Angeles, CA",United States,29,"Los Angeles, CA, United States"
smackedbyafoodi,Managua,Nicaragua,6,"Managua, Nicaragua"
smackedbyafoodi,"Miami, FL",United States,9,"Miami, FL, United States"
smackedbyafoodi,Montego Bay,Jamaica,7,"Montego Bay, Jamaica"
smackedbyafoodi,Nassau,The Bahamas,11,"Nassau, The Bahamas"
smackedbyafoodi,"Orlando, FL",United States,4,"Orlando, FL, United States"
smackedbyafoodi,"Portland, OR",United States,5,"Portland, OR, United States"
smackedbyafoodi,"Sacramento, CA",United States,9,"Sacramento, CA, United States"
smackedbyafoodi,"San Francisco, CA",United States,4,"San Francisco, CA, United States"
smackedbyafoodi,Santa Cruz,Bolivia,8,"Santa Cruz, Bolivia"
smackedbyafoodi,Toronto,Canada,8,"Toronto, Canada"
smartorana99,Athens,Greece,2,"Athens, Greece"
smartorana99,"Canggu, Bali",Indonesia,90,"Canggu, Bali, Indonesia"
smartorana99,Edinburgh,United Kingdom,3,"Edinburgh, United Kingdom"
smartorana99,London,United Kingdom,5,"London, United Kingdom"
smartorana99,Mykonos,Greece,4,"Mykonos, Greece"
smartorana99,Paris,France,5,"Paris, France"
smartorana99,Stockholm,Sweden,7,"Stockholm, Sweden"
smcabrera,"Houston, TX",United States,11,"Houston, TX, United States"
smcabrera,Punta del Este,Uruguay,16,"Punta del Este, Uruguay"
smcabrera,"San Francisco, CA",United States,14,"San Francisco, CA, United States"
smersh009x,"Austin, TX",United States,126,"Austin, TX, United States"
smersh009x,Berlin,Germany,3,"Berlin, Germany"
smersh009x,Bucharest,Romania,41,"Bucharest, Romania"
smersh009x,Budapest,Hungary,21,"Budapest, Hungary"
smersh009x,Buenos Aires,Argentina,22,"Buenos Aires, Argentina"
smersh009x,Hamburg,Germany,4,"Hamburg, Germany"
smersh009x,Hannover,Germany,5,"Hannover, Germany"
smersh009x,Lima,Peru,21,"Lima, Peru"
smersh009x,Medellín,Colombia,1,"Medellín, Colombia"
smersh009x,"Phoenix, AZ",United States,59,"Phoenix, AZ, United States"
smersh009x,Puerto Viejo,Costa Rica,18,"Puerto Viejo, Costa Rica"
smersh009x,"San Francisco, CA",United States,140,"San Francisco, CA, United States"
smersh009x,Santiago,Chile,16,"Santiago, Chile"
smersh009x,São Paulo,Brazil,12,"São Paulo, Brazil"
smersh009x,Vienna,Austria,15,"Vienna, Austria"
smersh009x,Zagreb,Croatia,27,"Zagreb, Croatia"
smersh009x,Zurich,Switzerland,9,"Zurich, Switzerland"
smwhalen24,Amsterdam,Netherlands,6,"Amsterdam, Netherlands"
smwhalen24,Bansko,Bulgaria,5,"Bansko, Bulgaria"
smwhalen24,Berlin,Germany,3,"Berlin, Germany"
smwhalen24,Brasov,Romania,7,"Brasov, Romania"
smwhalen24,Brussels,Belgium,3,"Brussels, Belgium"
smwhalen24,Budapest,Hungary,5,"Budapest, Hungary"
smwhalen24,Dublin,Ireland,18,"Dublin, Ireland"
smwhalen24,Granada,Spain,15,"Granada, Spain"
smwhalen24,Kathmandu,Nepal,29,"Kathmandu, Nepal"
smwhalen24,Ko Lanta,Thailand,93,"Ko Lanta, Thailand"
smwhalen24,Kraków,Poland,4,"Kraków, Poland"
smwhalen24,Kyoto,Japan,20,"Kyoto, Japan"
smwhalen24,London,United Kingdom,5,"London, United Kingdom"
smwhalen24,Marrakesh,Morocco,8,"Marrakesh, Morocco"
smwhalen24,Playa del Carmen,Mexico,57,"Playa del Carmen, Mexico"
smwhalen24,Prague,Czechia,3,"Prague, Czechia"
smwhalen24,Sarajevo,Bosnia,7,"Sarajevo, Bosnia"
sn,Amsterdam,Netherlands,23,"Amsterdam, Netherlands"
sn,Berlin,Germany,5,"Berlin, Germany"
sn,"New York City, NY",United States,37,"New York City, NY, United States"
sn,"San Francisco, CA",United States,36,"San Francisco, CA, United States"
sn,"Seattle, WA",United States,6,"Seattle, WA, United States"
snowgraphs,Bangkok,Thailand,7,"Bangkok, Thailand"
snowgraphs,Barcelona,Spain,3,"Barcelona, Spain"
snowgraphs,Belgrade,Serbia,47,"Belgrade, Serbia"
snowgraphs,Brno,Czechia,3,"Brno, Czechia"
snowgraphs,Budapest,Hungary,70,"Budapest, Hungary"
snowgraphs,Cancun,Mexico,29,"Cancun, Mexico"
snowgraphs,Chiang Mai,Thailand,76,"Chiang Mai, Thailand"
snowgraphs,Geneva,Switzerland,29,"Geneva, Switzerland"
snowgraphs,Hamburg,Germany,1,"Hamburg, Germany"
snowgraphs,Ho Chi Minh City,Vietnam,17,"Ho Chi Minh City, Vietnam"
snowgraphs,Kuala Lumpur,Malaysia,20,"Kuala Lumpur, Malaysia"
snowgraphs,Lisbon,Portugal,4,"Lisbon, Portugal"
snowgraphs,London,United Kingdom,32,"London, United Kingdom"
snowgraphs,Lyon,France,4,"Lyon, France"
snowgraphs,Madrid,Spain,4,"Madrid, Spain"
snowgraphs,Malmö,Sweden,3,"Malmö, Sweden"
snowgraphs,Montreal,Canada,104,"Montreal, Canada"
snowgraphs,Oslo,Norway,6,"Oslo, Norway"
snowgraphs,Paris,France,424,"Paris, France"
snowgraphs,Phnom Penh,Cambodia,3,"Phnom Penh, Cambodia"
snowgraphs,Phuket,Thailand,4,"Phuket, Thailand"
snowgraphs,Porto,Portugal,3,"Porto, Portugal"
snowgraphs,Poznan,Poland,3,"Poznan, Poland"
snowgraphs,Prague,Czechia,29,"Prague, Czechia"
snowgraphs,Sarajevo,Bosnia,28,"Sarajevo, Bosnia"
snowgraphs,Siem Reap,Cambodia,4,"Siem Reap, Cambodia"
snowgraphs,Split,Croatia,28,"Split, Croatia"
snowgraphs,Stockholm,Sweden,2,"Stockholm, Sweden"
snowgraphs,Taipei,Taiwan,29,"Taipei, Taiwan"
snowgraphs,Vancouver,Canada,6,"Vancouver, Canada"
so,Bangkok,Thailand,3,"Bangkok, Thailand"
so,Cape Town,South Africa,25,"Cape Town, South Africa"
so,"George Town, Penang",Malaysia,3,"George Town, Penang, Malaysia"
so,Gibraltar,Gibraltar,30,"Gibraltar, Gibraltar"
so,Ho Chi Minh City,Vietnam,4,"Ho Chi Minh City, Vietnam"
so,Krabi,Thailand,3,"Krabi, Thailand"
so,Kuala Lumpur,Malaysia,99,"Kuala Lumpur, Malaysia"
so,Lisbon,Portugal,7,"Lisbon, Portugal"
so,Malaga,Spain,15,"Malaga, Spain"
so,"Medan, Sumatra",Indonesia,3,"Medan, Sumatra, Indonesia"
so,Paris,France,4,"Paris, France"
so,Phuket,Thailand,21,"Phuket, Thailand"
so,Siem Reap,Cambodia,4,"Siem Reap, Cambodia"
so,Singapore,Singapore,3,"Singapore, Singapore"
socon,Bangkok,Thailand,2,"Bangkok, Thailand"
socon,Hong Kong,Hong Kong,69,"Hong Kong, Hong Kong"
socon,Istanbul,Turkey,2,"Istanbul, Turkey"
socon,London,United Kingdom,2,"London, United Kingdom"
socon,Siargao,Philippines,5,"Siargao, Philippines"
socon,Thessaloniki,Greece,6,"Thessaloniki, Greece"
sofiane,Budapest,Hungary,3,"Budapest, Hungary"
sofiane,Paris,France,395,"Paris, France"
sofinewsham,Amsterdam,Netherlands,2,"Amsterdam, Netherlands"
sofinewsham,Bansko,Bulgaria,10,"Bansko, Bulgaria"
sofinewsham,Belgrade,Serbia,10,"Belgrade, Serbia"
sofinewsham,Bristol,United Kingdom,181,"Bristol, United Kingdom"
sofinewsham,"Canggu, Bali",Indonesia,28,"Canggu, Bali, Indonesia"
sofinewsham,Delhi,India,25,"Delhi, India"
sofinewsham,Ko Lanta,Thailand,18,"Ko Lanta, Thailand"
sofinewsham,Ko Phi Phi,Thailand,3,"Ko Phi Phi, Thailand"
sofinewsham,Ko Tao,Thailand,27,"Ko Tao, Thailand"
sofinewsham,Liverpool,United Kingdom,15,"Liverpool, United Kingdom"
sofinewsham,Ljubljana,Slovenia,7,"Ljubljana, Slovenia"
sofinewsham,London,United Kingdom,3,"London, United Kingdom"
sofinewsham,Malaga,Spain,9,"Malaga, Spain"
sofinewsham,Mumbai,India,28,"Mumbai, India"
sofinewsham,Munich,Germany,1,"Munich, Germany"
sofinewsham,Novi Sad,Serbia,7,"Novi Sad, Serbia"
sofinewsham,Phuket,Thailand,5,"Phuket, Thailand"
sofinewsham,Prague,Czechia,3,"Prague, Czechia"
sofinewsham,Sofia,Bulgaria,30,"Sofia, Bulgaria"
sofinewsham,Surat,India,1,"Surat, India"
sofinewsham,Utrecht,Netherlands,3,"Utrecht, Netherlands"
sofinewsham,Zagreb,Croatia,11,"Zagreb, Croatia"
sohantanna,Bangkok,Thailand,22,"Bangkok, Thailand"
sohantanna,Leicester,United Kingdom,7,"Leicester, United Kingdom"
solomiakravetz,Amsterdam,Netherlands,10,"Amsterdam, Netherlands"
solomiakravetz,Bar,Montenegro,8,"Bar, Montenegro"
solomiakravetz,Berlin,Germany,3,"Berlin, Germany"
solomiakravetz,Bremen,Germany,1,"Bremen, Germany"
solomiakravetz,Gdansk,Poland,6,"Gdansk, Poland"
solomiakravetz,Hamburg,Germany,2,"Hamburg, Germany"
solomiakravetz,Kiev,Ukraine,2,"Kiev, Ukraine"
solomiakravetz,Kraków,Poland,2,"Kraków, Poland"
solomiakravetz,Odessa,Ukraine,3,"Odessa, Ukraine"
solomiakravetz,Paphos,Cyprus,7,"Paphos, Cyprus"
solomiakravetz,Podgorica,Montenegro,1,"Podgorica, Montenegro"
solomiakravetz,Rotterdam,Netherlands,1,"Rotterdam, Netherlands"
solomiakravetz,Warsaw,Poland,2,"Warsaw, Poland"
solomiakravetz,Zandvoort,Netherlands,1,"Zandvoort, Netherlands"
solra,Calgary,Canada,13,"Calgary, Canada"
solra,"Los Angeles, CA",United States,21,"Los Angeles, CA, United States"
solra,Medellín,Colombia,224,"Medellín, Colombia"
solra,"New York City, NY",United States,10,"New York City, NY, United States"
solra,"Phoenix, AZ",United States,14,"Phoenix, AZ, United States"
solra,Playa del Carmen,Mexico,7,"Playa del Carmen, Mexico"
solra,"Portland, OR",United States,10,"Portland, OR, United States"
solra,"San Diego, CA",United States,11,"San Diego, CA, United States"
solra,"Seattle, WA",United States,35,"Seattle, WA, United States"
solra,Taipei,Taiwan,10,"Taipei, Taiwan"
solra,Tijuana,Mexico,16,"Tijuana, Mexico"
solra,"Washington, DC",United States,4,"Washington, DC, United States"
sovanna,Amsterdam,Netherlands,3,"Amsterdam, Netherlands"
sovanna,Bogota,Colombia,95,"Bogota, Colombia"
sovanna,Busan,South Korea,15,"Busan, South Korea"
sovanna,Cartagena,Colombia,17,"Cartagena, Colombia"
sovanna,London,United Kingdom,3,"London, United Kingdom"
sovanna,Marseille,France,341,"Marseille, France"
sovanna,Medellín,Colombia,49,"Medellín, Colombia"
sovanna,Montreal,Canada,76,"Montreal, Canada"
sovanna,Paris,France,4,"Paris, France"
sovanna,Prague,Czechia,7,"Prague, Czechia"
sovanna,Seoul,South Korea,204,"Seoul, South Korea"
spacewood,Auckland,New Zealand,31,"Auckland, New Zealand"
spacewood,Bangkok,Thailand,3,"Bangkok, Thailand"
spacewood,Barcelona,Spain,7,"Barcelona, Spain"
spacewood,Berlin,Germany,2,"Berlin, Germany"
spacewood,Budapest,Hungary,3,"Budapest, Hungary"
spacewood,"Canggu, Bali",Indonesia,21,"Canggu, Bali, Indonesia"
spacewood,Chiang Mai,Thailand,8,"Chiang Mai, Thailand"
spacewood,Glasgow,United Kingdom,60,"Glasgow, United Kingdom"
spacewood,Hanoi,Vietnam,9,"Hanoi, Vietnam"
spacewood,Ho Chi Minh City,Vietnam,4,"Ho Chi Minh City, Vietnam"
spacewood,Krabi,Thailand,5,"Krabi, Thailand"
spacewood,La Paz,Bolivia,10,"La Paz, Bolivia"
spacewood,Lima,Peru,10,"Lima, Peru"
spacewood,Liverpool,United Kingdom,4,"Liverpool, United Kingdom"
spacewood,London,United Kingdom,1,"London, United Kingdom"
spacewood,Melbourne,Australia,89,"Melbourne, Australia"
spacewood,"New York City, NY",United States,7,"New York City, NY, United States"
spacewood,Paris,France,9,"Paris, France"
spacewood,Phnom Penh,Cambodia,3,"Phnom Penh, Cambodia"
spacewood,Porto,Portugal,13,"Porto, Portugal"
spacewood,Prague,Czechia,3,"Prague, Czechia"
spacewood,Queenstown,New Zealand,29,"Queenstown, New Zealand"
spacewood,Rio de Janeiro,Brazil,6,"Rio de Janeiro, Brazil"
spacewood,San Pedro,Belize,29,"San Pedro, Belize"
spacewood,Santiago,Chile,29,"Santiago, Chile"
spacewood,Siem Reap,Cambodia,3,"Siem Reap, Cambodia"
spacewood,Singapore,Singapore,3,"Singapore, Singapore"
spacewood,Sliema,Malta,4,"Sliema, Malta"
spacewood,Suva,Fiji,12,"Suva, Fiji"
spacewood,"Tenerife, Canary Islands",Spain,11,"Tenerife, Canary Islands, Spain"
spacewood,Tokyo,Japan,3,"Tokyo, Japan"
spacewood,Toulouse,France,3,"Toulouse, France"
spacewood,Vientiane,Laos,7,"Vientiane, Laos"
spen_taylor,"Canggu, Bali",Indonesia,30,"Canggu, Bali, Indonesia"
spen_taylor,Dublin,Ireland,6,"Dublin, Ireland"
spen_taylor,London,United Kingdom,162,"London, United Kingdom"
spen_taylor,Whistler,Canada,7,"Whistler, Canada"
spextr,Bangkok,Thailand,53,"Bangkok, Thailand"
spextr,Barcelona,Spain,8,"Barcelona, Spain"
spextr,Belgrade,Serbia,63,"Belgrade, Serbia"
spextr,Berlin,Germany,106,"Berlin, Germany"
spextr,Budapest,Hungary,187,"Budapest, Hungary"
spextr,Chiang Mai,Thailand,223,"Chiang Mai, Thailand"
spextr,Ho Chi Minh City,Vietnam,164,"Ho Chi Minh City, Vietnam"
spextr,Kiev,Ukraine,42,"Kiev, Ukraine"
spextr,Ko Pha Ngan,Thailand,418,"Ko Pha Ngan, Thailand"
spextr,Lisbon,Portugal,14,"Lisbon, Portugal"
spextr,Medellín,Colombia,14,"Medellín, Colombia"
spextr,Mexico City,Mexico,46,"Mexico City, Mexico"
spextr,Moscow,Russia,27,"Moscow, Russia"
spextr,"New York City, NY",United States,3,"New York City, NY, United States"
spextr,Playa del Carmen,Mexico,111,"Playa del Carmen, Mexico"
spextr,Prague,Czechia,284,"Prague, Czechia"
spextr,São Paulo,Brazil,179,"São Paulo, Brazil"
spextr,Tel Aviv,Israel,13,"Tel Aviv, Israel"
spextr,Vilnius,Lithuania,26,"Vilnius, Lithuania"
spextr,Warsaw,Poland,14,"Warsaw, Poland"
spextr,Zagreb,Croatia,10,"Zagreb, Croatia"
spillere,Athens,Greece,4,"Athens, Greece"
spillere,Bangkok,Thailand,23,"Bangkok, Thailand"
spillere,Berlin,Germany,139,"Berlin, Germany"
spillere,Florianopolis,Brazil,120,"Florianopolis, Brazil"
spillere,Lisbon,Portugal,49,"Lisbon, Portugal"
spillere,Melbourne,Australia,26,"Melbourne, Australia"
spillere,"Oakland, CA",United States,18,"Oakland, CA, United States"
spillere,Santorini,Greece,2,"Santorini, Greece"
spillere,Sofia,Bulgaria,1,"Sofia, Bulgaria"
spiralinspired,Bangkok,Thailand,25,"Bangkok, Thailand"
spiralinspired,Barcelona,Spain,15,"Barcelona, Spain"
spiralinspired,"Boston, MA",United States,6,"Boston, MA, United States"
spiralinspired,"Jacksonville, FL",United States,2,"Jacksonville, FL, United States"
spiralinspired,Manila,Philippines,43,"Manila, Philippines"
spiralinspired,Medellín,Colombia,11,"Medellín, Colombia"
spiralinspired,"Miami, FL",United States,9,"Miami, FL, United States"
spiralinspired,"Nashville, TN",United States,5,"Nashville, TN, United States"
spiralinspired,"Orlando, FL",United States,1066,"Orlando, FL, United States"
spiralinspired,Paris,France,3,"Paris, France"
spiralinspired,"Philadelphia, PA",United States,4,"Philadelphia, PA, United States"
spiralinspired,"Portland, OR",United States,5,"Portland, OR, United States"
spiralinspired,Puerto Viejo,Costa Rica,23,"Puerto Viejo, Costa Rica"
spiralinspired,Rome,Italy,6,"Rome, Italy"
spiralinspired,"Salt Lake City, UT",United States,9,"Salt Lake City, UT, United States"
spiralinspired,"St. Louis, MO",United States,5,"St. Louis, MO, United States"
spiralinspired,Tamarindo,Costa Rica,27,"Tamarindo, Costa Rica"
