Original name,City,Lat,Lon,Country,ISO2,ISO3,Population
California,California,38.2969,-76.495,United States,US,USA,13440.0
Lawrenceburg,Lawrenceburg,38.0331,-84.9031,United States,US,USA,13439.0
Jensen Beach,Jensen Beach,27.2438,-80.2423,United States,US,USA,13438.0
Mbulu,Mbulu,-3.8496,35.53,Tanzania,TZ,TZA,13430.0
Reidsville,Reidsville,36.3379,-79.6727,United States,US,USA,13425.0
Youngsville,Youngsville,30.0964,-91.9964,United States,US,USA,13424.0
Golyshmanovo,Golyshmanovo,56.3819,68.3715,Russia,RU,RUS,13424.0
South Park Township,South Park Township,40.2989,-79.9944,United States,US,USA,13419.0
Rendon,Rendon,32.5789,-97.235,United States,US,USA,13415.0
Timberlake,Timberlake,37.3166,-79.2482,United States,US,USA,13413.0
Moss Point,Moss Point,30.424,-88.5289,United States,US,USA,13398.0
Bollnäs,Bollnas,61.352,16.3666,Sweden,SE,SWE,13398.0
North Auburn,North Auburn,38.9306,-121.0821,United States,US,USA,13395.0
Muisne,Muisne,0.61,-80.02,Ecuador,EC,ECU,13393.0
Lake Forest Park,Lake Forest Park,47.7597,-122.2878,United States,US,USA,13392.0
Charlton,Charlton,42.1351,-71.968,United States,US,USA,13379.0
Joaquín V. González,Joaquin V. Gonzalez,-25.0833,-64.1834,Argentina,AR,ARG,13376.0
Fortuna,Fortuna,40.586,-124.1424,United States,US,USA,13375.0
Montgomeryville,Montgomeryville,40.2502,-75.2405,United States,US,USA,13370.0
Tokoroa,Tokoroa,-38.2245,175.8705,New Zealand,NZ,NZL,13350.0
Lakeland Village,Lakeland Village,33.648,-117.3706,United States,US,USA,13343.0
Dolbeau,Dolbeau,48.8666,-72.2333,Canada,CA,CAN,13337.0
San Marino,San Marino,34.1224,-118.1132,United States,US,USA,13327.0
Pecos,Pecos,31.4046,-103.5057,United States,US,USA,13317.0
Middleburg,Middleburg,30.0502,-81.9011,United States,US,USA,13316.0
Dardenne Prairie,Dardenne Prairie,38.7558,-90.7313,United States,US,USA,13310.0
New Providence,New Providence,40.6996,-74.4034,United States,US,USA,13308.0
Stony Brook,Stony Brook,40.906,-73.1278,United States,US,USA,13308.0
Kirensk,Kirensk,57.7857,108.1119,Russia,RU,RUS,13308.0
Fruita,Fruita,39.154,-108.7286,United States,US,USA,13294.0
Elfers,Elfers,28.214,-82.723,United States,US,USA,13291.0
Talladega,Talladega,33.4329,-86.0976,United States,US,USA,13277.0
Warrenville,Warrenville,41.821,-88.1857,United States,US,USA,13269.0
La Homa,La Homa,26.2773,-98.3579,United States,US,USA,13260.0
Warrensville Heights,Warrensville Heights,41.4363,-81.5222,United States,US,USA,13251.0
Lapeer,Lapeer,43.0448,-83.3255,United States,US,USA,13228.0
Lahaina,Lahaina,20.8848,-156.6618,United States,US,USA,13223.0
Paso de los Toros,Paso de los Toros,-32.81,-56.51,Uruguay,UY,URY,13221.0
Broome,Broome,-17.9618,122.2308,Australia,AU,AUS,13218.0
Homosassa Springs,Homosassa Springs,28.8118,-82.5392,United States,US,USA,13217.0
Bensville,Bensville,38.6176,-77.0077,United States,US,USA,13208.0
Kittanning,Kittanning,40.8279,-79.5233,United States,US,USA,13204.0
Powell,Powell,40.1678,-83.0817,United States,US,USA,13204.0
Beyla,Beyla,8.687,-8.657,Guinea,GN,GIN,13204.0
Globe,Globe,33.3869,-110.7514,United States,US,USA,13198.0
Namanga,Namanga,-2.5396,36.8,Kenya,KE,KEN,13193.0
Big Bear City,Big Bear City,34.2536,-116.7903,United States,US,USA,13186.0
Uyar,Uyar,55.8104,94.3153,Russia,RU,RUS,13167.0
Huron,Huron,44.3622,-98.2102,United States,US,USA,13164.0
Medway,Medway,42.1535,-71.429,United States,US,USA,13162.0
Schodack,Schodack,42.5297,-73.6858,United States,US,USA,13156.0
Mercerville,Mercerville,40.236,-74.6916,United States,US,USA,13154.0
Monfort Heights,Monfort Heights,39.1823,-84.6075,United States,US,USA,13154.0
Taiynsha,Taiynsha,53.8481,69.7638,Kazakhstan,KZ,KAZ,13148.0
Bellefonte,Bellefonte,40.9141,-77.7683,United States,US,USA,13138.0
Fort Morgan,Fort Morgan,40.2539,-103.7919,United States,US,USA,13137.0
Weigelstown,Weigelstown,39.9843,-76.8315,United States,US,USA,13135.0
McPherson,McPherson,38.3714,-97.6606,United States,US,USA,13128.0
Qulan,Qulan,42.9204,72.705,Kazakhstan,KZ,KAZ,13128.0
Mounds View,Mounds View,45.1072,-93.2078,United States,US,USA,13098.0
Rocky Point,Rocky Point,40.9357,-72.9364,United States,US,USA,13094.0
East Greenwich,East Greenwich,41.6362,-71.5058,United States,US,USA,13094.0
Short Hills,Short Hills,40.7389,-74.3278,United States,US,USA,13092.0
Lake Tapps,Lake Tapps,47.2305,-122.1696,United States,US,USA,13091.0
Shiloh,Shiloh,38.5534,-89.916,United States,US,USA,13090.0
Luling,Luling,29.9008,-90.3523,United States,US,USA,13088.0
New Ulm,New Ulm,44.3119,-94.468,United States,US,USA,13085.0
Glenn Heights,Glenn Heights,32.5506,-96.8548,United States,US,USA,13084.0
Bonita,Bonita,32.6652,-117.0296,United States,US,USA,13082.0
Dunmore,Dunmore,41.4152,-75.6072,United States,US,USA,13069.0
Borger,Borger,35.6598,-101.4012,United States,US,USA,13065.0
New Kingman-Butler,New Kingman-Butler,35.2645,-114.0091,United States,US,USA,13060.0
North Palm Beach,North Palm Beach,26.8217,-80.0577,United States,US,USA,13057.0
Dabola,Dabola,10.748,-11.109,Guinea,GN,GIN,13057.0
Port Clinton,Port Clinton,41.5094,-82.9383,United States,US,USA,13043.0
Bay St. Louis,Bay St. Louis,30.3281,-89.3774,United States,US,USA,13043.0
Macará,Macara,-4.3796,-79.95,Ecuador,EC,ECU,13035.0
Bellefontaine,Bellefontaine,40.3627,-83.763,United States,US,USA,13027.0
Taylorville,Taylorville,39.5328,-89.2804,United States,US,USA,13014.0
Wawarsing,Wawarsing,41.7526,-74.4172,United States,US,USA,13004.0
Mŭynoq,Muynoq,43.7683,59.0214,Uzbekistan,UZ,UZB,13000.0
Champasak,Champasak,14.8833,105.8667,Laos,LA,LAO,12994.0
Glen Carbon,Glen Carbon,38.7579,-89.9832,United States,US,USA,12985.0
Muscoy,Muscoy,34.1548,-117.3482,United States,US,USA,12968.0
Summerfield,Summerfield,38.9042,-76.8678,United States,US,USA,12963.0
Ridge,Ridge,40.9068,-72.8816,United States,US,USA,12958.0
Moody,Moody,33.5986,-86.4963,United States,US,USA,12956.0
Forest Hill,Forest Hill,32.6619,-97.2662,United States,US,USA,12953.0
Commerce,Commerce,33.9963,-118.1519,United States,US,USA,12947.0
Mahomet,Mahomet,40.1885,-88.3903,United States,US,USA,12941.0
Uyuni,Uyuni,-20.46,-66.83,Bolivia,BO,BOL,12939.0
Artondale,Artondale,47.3024,-122.639,United States,US,USA,12937.0
South Daytona,South Daytona,29.1656,-81.0056,United States,US,USA,12936.0
Fallsburg,Fallsburg,41.7391,-74.6038,United States,US,USA,12929.0
West Carrollton,West Carrollton,39.67,-84.254,United States,US,USA,12924.0
Tarboro,Tarboro,35.9046,-77.5563,United States,US,USA,12916.0
South Sioux City,South Sioux City,42.4627,-96.4126,United States,US,USA,12911.0
Port Neches,Port Neches,29.9765,-93.946,United States,US,USA,12898.0
Oak Island,Oak Island,33.9433,-78.1366,United States,US,USA,12890.0
East Hampton,East Hampton,41.5696,-72.5074,United States,US,USA,12890.0
Tierra Amarilla,Tierra Amarilla,-27.48,-70.28,Chile,CL,CHL,12888.0
Port Royal,Port Royal,32.3557,-80.7027,United States,US,USA,12886.0
Chilca,Chilca,-12.5196,-76.74,Peru,PE,PER,12884.0
Herrin,Herrin,37.7984,-89.0304,United States,US,USA,12880.0
Hamilton Square,Hamilton Square,40.2248,-74.6525,United States,US,USA,12877.0
Malibu,Malibu,34.0368,-118.7845,United States,US,USA,12877.0
Keokuk,Keokuk,40.4095,-91.403,United States,US,USA,12866.0
Sturgis,Sturgis,41.8004,-85.4181,United States,US,USA,12837.0
Camabatela,Camabatela,-8.1896,15.37,Angola,AO,AGO,12837.0
Justice,Justice,41.7495,-87.8345,United States,US,USA,12836.0
Woodland Park,Woodland Park,40.8905,-74.1945,United States,US,USA,12834.0
Horsham,Horsham,-36.7096,142.19,Australia,AU,AUS,12830.0
Endicott,Endicott,42.098,-76.0639,United States,US,USA,12828.0
Suamico,Suamico,44.6352,-88.0664,United States,US,USA,12816.0
Los Lagos,Los Lagos,-39.8495,-72.83,Chile,CL,CHL,12813.0
German Flatts,German Flatts,42.9868,-74.9804,United States,US,USA,12806.0
Channahon,Channahon,41.4211,-88.2593,United States,US,USA,12805.0
Sun Village,Sun Village,34.5596,-117.9559,United States,US,USA,12794.0
Red Oak,Red Oak,32.5204,-96.7862,United States,US,USA,12780.0
Powell River,Powell River,49.8837,-124.55,Canada,CA,CAN,12779.0
Hammonton,Hammonton,39.6572,-74.7678,United States,US,USA,12776.0
Plover,Plover,44.4614,-89.5382,United States,US,USA,12772.0
Camp Pendleton South,Camp Pendleton South,33.2284,-117.3791,United States,US,USA,12770.0
Dorado,Dorado,18.4657,-66.2723,Puerto Rico,PR,PRI,12758.0
Panama City Beach,Panama City Beach,30.2369,-85.8774,United States,US,USA,12757.0
Cedartown,Cedartown,34.0225,-85.248,United States,US,USA,12744.0
Grimes,Grimes,41.6776,-93.7946,United States,US,USA,12742.0
Pennsville,Pennsville,39.6266,-75.5089,United States,US,USA,12742.0
Lewisboro,Lewisboro,41.2697,-73.5827,United States,US,USA,12741.0
Cloquet,Cloquet,46.7221,-92.4923,United States,US,USA,12738.0
St. Ann,St. Ann,38.7266,-90.3872,United States,US,USA,12737.0
Wickliffe,Wickliffe,41.6072,-81.469,United States,US,USA,12736.0
Prairie Ridge,Prairie Ridge,47.1443,-122.1408,United States,US,USA,12733.0
Lynnfield,Lynnfield,42.5356,-71.0382,United States,US,USA,12732.0
Diébougou,Diebougou,10.952,-3.248,Burkina Faso,BF,BFA,12732.0
Forrest City,Forrest City,35.0102,-90.7874,United States,US,USA,12728.0
Lilburn,Lilburn,33.8887,-84.1379,United States,US,USA,12700.0
Librazhd,Librazhd,41.2,20.3667,Albania,AL,ALB,12691.0
Joppatowne,Joppatowne,39.4181,-76.3516,United States,US,USA,12686.0
Davidson,Davidson,35.4862,-80.8271,United States,US,USA,12684.0
Santaquin,Santaquin,39.9712,-111.7937,United States,US,USA,12683.0
Spearfish,Spearfish,44.4912,-103.8167,United States,US,USA,12675.0
Fergus Falls,Fergus Falls,46.2854,-96.0759,United States,US,USA,12673.0
Uglegorsk,Uglegorsk,49.0833,142.0333,Russia,RU,RUS,12669.0
West Monroe,West Monroe,32.512,-92.1513,United States,US,USA,12657.0
Sunchales,Sunchales,-30.9329,-61.5666,Argentina,AR,ARG,12655.0
Mogocha,Mogocha,53.7333,119.7666,Russia,RU,RUS,12647.0
Cedar Grove,Cedar Grove,40.8565,-74.2287,United States,US,USA,12638.0
Sault Ste. Marie,Sault Ste. Marie,46.4817,-84.3723,United States,US,USA,12637.0
Oskaloosa,Oskaloosa,41.2922,-92.6403,United States,US,USA,12636.0
Vinings,Vinings,33.8608,-84.4686,United States,US,USA,12635.0
Goldenrod,Goldenrod,28.6114,-81.2916,United States,US,USA,12634.0
Richmond Hill,Richmond Hill,31.9012,-81.3126,United States,US,USA,12632.0
Chatham,Chatham,39.6729,-89.6957,United States,US,USA,12624.0
Lindale,Lindale,32.4933,-95.4069,United States,US,USA,12614.0
Medfield,Medfield,42.1848,-71.305,United States,US,USA,12610.0
LaBelle,LaBelle,26.7219,-81.4506,United States,US,USA,12605.0
Grand Terrace,Grand Terrace,34.0312,-117.3132,United States,US,USA,12595.0
Barcelos,Barcelos,-0.975,-62.9239,Brazil,BR,BRA,12584.0
Verde Village,Verde Village,34.712,-111.994,United States,US,USA,12584.0
San Anselmo,San Anselmo,37.9821,-122.5699,United States,US,USA,12580.0
Spring Lake,Spring Lake,35.1841,-78.9962,United States,US,USA,12580.0
Royse City,Royse City,32.9764,-96.3192,United States,US,USA,12567.0
Windsor Locks,Windsor Locks,41.9267,-72.6544,United States,US,USA,12563.0
Minden,Minden,32.6187,-93.2762,United States,US,USA,12559.0
Virginia,Virginia,47.5169,-92.5128,United States,US,USA,12551.0
Kingsbury,Kingsbury,43.344,-73.5395,United States,US,USA,12551.0
Markham,Markham,41.6,-87.6905,United States,US,USA,12538.0
Choctaw,Choctaw,35.48,-97.2666,United States,US,USA,12524.0
Port Pirie,Port Pirie,-33.1911,137.99,Australia,AU,AUS,12506.0
Cypress Lake,Cypress Lake,26.5391,-81.9,United States,US,USA,12505.0
Azle,Azle,32.8955,-97.5379,United States,US,USA,12495.0
South Charleston,South Charleston,38.3482,-81.711,United States,US,USA,12493.0
Moss Bluff,Moss Bluff,30.3039,-93.2051,United States,US,USA,12491.0
Cornwall,Cornwall,41.4195,-74.054,United States,US,USA,12491.0
Calbuco,Calbuco,-41.7522,-73.1416,Chile,CL,CHL,12490.0
Lakeland North,Lakeland North,47.3374,-122.2814,United States,US,USA,12487.0
Woodhaven,Woodhaven,42.132,-83.2374,United States,US,USA,12486.0
Lincolnwood,Lincolnwood,42.0054,-87.7329,United States,US,USA,12483.0
Winnetka,Winnetka,42.1064,-87.7421,United States,US,USA,12480.0
Platteville,Platteville,42.7279,-90.4675,United States,US,USA,12470.0
Cedar Lake,Cedar Lake,41.3694,-87.438,United States,US,USA,12470.0
Irondale,Irondale,33.544,-86.6599,United States,US,USA,12468.0
New Kensington,New Kensington,40.5711,-79.7521,United States,US,USA,12466.0
Ringwood,Ringwood,41.1064,-74.2749,United States,US,USA,12454.0
Arkansas City,Arkansas City,37.0726,-97.0385,United States,US,USA,12449.0
North St. Paul,North St. Paul,45.0137,-92.9995,United States,US,USA,12444.0
Colonial Park,Colonial Park,40.2997,-76.8068,United States,US,USA,12438.0
Bayou Blue,Bayou Blue,29.6341,-90.6732,United States,US,USA,12434.0
Wells Branch,Wells Branch,30.4432,-97.6792,United States,US,USA,12431.0
Carnot-Moon,Carnot-Moon,40.5187,-80.2178,United States,US,USA,12430.0
Avenal,Avenal,36.0312,-120.116,United States,US,USA,12425.0
Colesberg,Colesberg,-30.7195,25.1,South Africa,ZA,ZAF,12423.0
Cheney,Cheney,47.4901,-117.5789,United States,US,USA,12421.0
Truckee,Truckee,39.3454,-120.1848,United States,US,USA,12418.0
Kewanee,Kewanee,41.2399,-89.9264,United States,US,USA,12416.0
Finneytown,Finneytown,39.216,-84.5146,United States,US,USA,12413.0
Kilindoni,Kilindoni,-7.9163,39.65,Tanzania,TZ,TZA,12409.0
Palos Heights,Palos Heights,41.6637,-87.7959,United States,US,USA,12403.0
Larkspur,Larkspur,37.9394,-122.5313,United States,US,USA,12396.0
New Baltimore,New Baltimore,42.6903,-82.7398,United States,US,USA,12380.0
Terryville,Terryville,40.909,-73.0492,United States,US,USA,12379.0
Eatontown,Eatontown,40.2913,-74.0558,United States,US,USA,12376.0
Othello,Othello,46.8222,-119.1651,United States,US,USA,12375.0
St. Peter,St. Peter,44.3296,-93.9659,United States,US,USA,12372.0
Northlake,Northlake,41.9143,-87.9054,United States,US,USA,12364.0
Sandpoint,Sandpoint,48.2822,-116.5613,United States,US,USA,12349.0
Warwick,Warwick,-28.2292,152.0203,Australia,AU,AUS,12347.0
Magalia,Magalia,39.8228,-121.6078,United States,US,USA,12346.0
Lakeland Highlands,Lakeland Highlands,27.9572,-81.9496,United States,US,USA,12345.0
Trophy Club,Trophy Club,33.0039,-97.1898,United States,US,USA,12340.0
Ulster,Ulster,41.9699,-74.0041,United States,US,USA,12335.0
Elkhorn,Elkhorn,42.6711,-88.5377,United States,US,USA,12322.0
Ellwood City,Ellwood City,40.8619,-80.283,United States,US,USA,12315.0
North Castle,North Castle,41.1331,-73.695,United States,US,USA,12309.0
North Smithfield,North Smithfield,41.9727,-71.5514,United States,US,USA,12301.0
Waconia,Waconia,44.8413,-93.7926,United States,US,USA,12289.0
Nazyvayevsk,Nazyvayevsk,55.567,71.35,Russia,RU,RUS,12284.0
Newington Forest,Newington Forest,38.7371,-77.2339,United States,US,USA,12282.0
Palmer Town,Palmer Town,42.1888,-72.3112,United States,US,USA,12279.0
Pine Castle,Pine Castle,28.4651,-81.374,United States,US,USA,12270.0
Shepherdsville,Shepherdsville,37.9806,-85.6999,United States,US,USA,12260.0
Ishpeming,Ishpeming,46.4862,-87.6658,United States,US,USA,12253.0
Middle Valley,Middle Valley,35.1878,-85.1958,United States,US,USA,12252.0
Irmo,Irmo,34.1016,-81.1953,United States,US,USA,12250.0
Fulton,Fulton,38.8551,-91.951,United States,US,USA,12248.0
Yulee,Yulee,30.635,-81.5678,United States,US,USA,12244.0
Boloso,Boloso,2.0337,15.2167,Congo (Brazzaville),CG,COG,12244.0
Holiday City-Berkeley,Holiday City-Berkeley,39.9639,-74.2787,United States,US,USA,12242.0
Beatrice,Beatrice,40.2738,-96.7455,United States,US,USA,12242.0
Porvoo,Porvoo,60.4004,25.666,Finland,FI,FIN,12242.0
Tyngsborough,Tyngsborough,42.6662,-71.429,United States,US,USA,12232.0
Blythe,Blythe,33.6219,-114.6195,United States,US,USA,12228.0
Green River,Green River,41.5124,-109.4708,United States,US,USA,12220.0
Holly Hill,Holly Hill,29.2443,-81.0462,United States,US,USA,12218.0
Travilah,Travilah,39.0571,-77.2458,United States,US,USA,12204.0
Blue Ash,Blue Ash,39.2478,-84.3825,United States,US,USA,12199.0
Woolwich,Woolwich,39.7401,-75.317,United States,US,USA,12172.0
Lake Wylie,Lake Wylie,35.0997,-81.0677,United States,US,USA,12170.0
Portales,Portales,34.1753,-103.3566,United States,US,USA,12167.0
Belomorsk,Belomorsk,64.5252,34.7658,Russia,RU,RUS,12165.0
Florida City,Florida City,25.4418,-80.4685,United States,US,USA,12155.0
Neosho,Neosho,36.844,-94.3755,United States,US,USA,12153.0
Highlands,Highlands,41.3601,-74.0084,United States,US,USA,12152.0
North Greenbush,North Greenbush,42.6706,-73.6632,United States,US,USA,12147.0
Babylon,Babylon,40.6949,-73.327,United States,US,USA,12145.0
Harwich,Harwich,41.6957,-70.0684,United States,US,USA,12143.0
Speedway,Speedway,39.7937,-86.2479,United States,US,USA,12140.0
Cascades,Cascades,39.0464,-77.3874,United States,US,USA,12132.0
Kelso,Kelso,46.1248,-122.8909,United States,US,USA,12130.0
Cherlak,Cherlak,54.1605,74.82,Russia,RU,RUS,12122.0
Robertsville,Robertsville,40.3395,-74.2939,United States,US,USA,12099.0
Mays Chapel,Mays Chapel,39.4343,-76.6516,United States,US,USA,12097.0
Brandfort,Brandfort,-28.6996,26.47,South Africa,ZA,ZAF,12091.0
Lakewood Park,Lakewood Park,27.539,-80.3865,United States,US,USA,12090.0
Fate,Fate,32.9432,-96.3863,United States,US,USA,12090.0
Jesup,Jesup,31.5991,-81.8898,United States,US,USA,12090.0
Ocean Pines,Ocean Pines,38.3825,-75.1475,United States,US,USA,12085.0
James Island,James Island,32.7353,-79.9396,United States,US,USA,12083.0
Alta,Alta,69.9666,23.2417,Norway,NO,NOR,12077.0
Newberry,Newberry,34.2822,-81.6012,United States,US,USA,12074.0
Uacu Cungo,Uacu Cungo,-11.3595,15.12,Angola,AO,AGO,12069.0
Waimea,Waimea,20.0124,-155.6378,United States,US,USA,12064.0
Loganville,Loganville,33.8353,-83.8957,United States,US,USA,12062.0
Valley Falls,Valley Falls,41.9234,-71.3923,United States,US,USA,12056.0
Poquoson,Poquoson,37.1318,-76.3569,United States,US,USA,12053.0
Batesville,Batesville,35.7687,-91.6226,United States,US,USA,12050.0
Pepperell,Pepperell,42.6713,-71.6043,United States,US,USA,12049.0
Tucson Estates,Tucson Estates,32.1792,-111.1254,United States,US,USA,12047.0
Glen Rock,Glen Rock,40.9601,-74.125,United States,US,USA,12045.0
Angra do Heroísmo,Angra do Heroismo,38.6504,-27.2167,Portugal,PT,PRT,12045.0
Broussard,Broussard,30.1393,-91.9539,United States,US,USA,12042.0
Gatesville,Gatesville,31.4419,-97.7351,United States,US,USA,12039.0
Los Alamos,Los Alamos,35.8926,-106.2862,United States,US,USA,12035.0
Festus,Festus,38.2198,-90.4095,United States,US,USA,12034.0
Leeds,Leeds,33.5429,-86.5636,United States,US,USA,12031.0
Aleksandrovsk-Sakhalinskiy,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,Russia,RU,RUS,12024.0
Cottonwood,Cottonwood,34.7194,-112.0015,United States,US,USA,12023.0
Overlea,Overlea,39.3642,-76.5176,United States,US,USA,12014.0
Delavan,Delavan,42.6281,-88.6324,United States,US,USA,12003.0
Kingsburg,Kingsburg,36.5242,-119.5608,United States,US,USA,12002.0
Glenwood Springs,Glenwood Springs,39.5455,-107.3347,United States,US,USA,12000.0
Princetown,Princetown,5.9,-57.17,Guyana,GY,GUY,12000.0
North Valley,North Valley,35.1737,-106.6231,United States,US,USA,11999.0
Woodinville,Woodinville,47.7569,-122.1477,United States,US,USA,11997.0
Wanaque,Wanaque,41.044,-74.29,United States,US,USA,11994.0
Rehoboth,Rehoboth,41.8439,-71.2456,United States,US,USA,11990.0
Upper,Upper,39.2563,-74.727,United States,US,USA,11990.0
Dolinsk,Dolinsk,47.3504,142.8,Russia,RU,RUS,11989.0
Mount Sinai,Mount Sinai,40.9372,-73.018,United States,US,USA,11976.0
Kasaji,Kasaji,-10.3662,23.45,Congo (Kinshasa),CD,COD,11969.0
Lake Station,Lake Station,41.5729,-87.2599,United States,US,USA,11965.0
Brown Deer,Brown Deer,43.1743,-87.975,United States,US,USA,11964.0
Tepelenë,Tepelene,40.2833,20.0333,Albania,AL,ALB,11955.0
Pell City,Pell City,33.5609,-86.2668,United States,US,USA,11952.0
Cordele,Cordele,31.9563,-83.7695,United States,US,USA,11947.0
Scotts Valley,Scotts Valley,37.0555,-122.0118,United States,US,USA,11945.0
Chuquicamata,Chuquicamata,-22.32,-68.93,Chile,CL,CHL,11941.0
Macedonia,Macedonia,41.3147,-81.4989,United States,US,USA,11940.0
Lexington Park,Lexington Park,38.2543,-76.4415,United States,US,USA,11937.0
East Bethel,East Bethel,45.3557,-93.2038,United States,US,USA,11928.0
Grants,Grants,35.1538,-107.8335,United States,US,USA,11925.0
Killarney,Killarney,52.0504,-9.5167,Ireland,IE,IRL,11902.0
Somersworth,Somersworth,43.2534,-70.8856,United States,US,USA,11900.0
Robstown,Robstown,27.7886,-97.6685,United States,US,USA,11885.0
Silver City,Silver City,32.7784,-108.2698,United States,US,USA,11882.0
Carahue,Carahue,-38.7095,-73.17,Chile,CL,CHL,11875.0
Nacozari Viejo,Nacozari Viejo,30.42,-109.65,Mexico,MX,MEX,11872.0
Crestwood,Crestwood,38.5569,-90.3782,United States,US,USA,11870.0
El Campo,El Campo,29.1986,-96.2725,United States,US,USA,11870.0
Qazmalar,Qazmalar,40.9814,47.8458,Azerbaijan,AZ,AZE,11867.0
Spencer,Spencer,42.2471,-71.9919,United States,US,USA,11856.0
Bucyrus,Bucyrus,40.8054,-82.9718,United States,US,USA,11853.0
Prineville,Prineville,44.298,-120.8616,United States,US,USA,11850.0
Shady Hills,Shady Hills,28.4042,-82.5467,United States,US,USA,11850.0
Malargüe,Malargue,-35.4661,-69.5833,Argentina,AR,ARG,11847.0
Healdsburg,Healdsburg,38.6229,-122.8651,United States,US,USA,11840.0
Kempsey,Kempsey,-31.0874,152.822,Australia,AU,AUS,11840.0
Sedro-Woolley,Sedro-Woolley,48.5113,-122.2321,United States,US,USA,11838.0
Mango,Mango,27.9915,-82.307,United States,US,USA,11836.0
Winfield,Winfield,37.274,-96.9499,United States,US,USA,11836.0
Lantana,Lantana,26.5834,-80.0564,United States,US,USA,11824.0
Lincoln City,Lincoln City,44.975,-124.0073,United States,US,USA,11820.0
Lake Los Angeles,Lake Los Angeles,34.6097,-117.8339,United States,US,USA,11820.0
Dolo Bay,Dolo Bay,4.1833,42.0833,Ethiopia,ET,ETH,11810.0
Gulf Shores,Gulf Shores,30.2758,-87.7014,United States,US,USA,11809.0
Portland,Portland,-38.34,141.59,Australia,AU,AUS,11808.0
Stone Ridge,Stone Ridge,38.9295,-77.5553,United States,US,USA,11803.0
Cadillac,Cadillac,44.2494,-85.4163,United States,US,USA,11792.0
Griswold,Griswold,41.5852,-71.9227,United States,US,USA,11791.0
Jupiter Farms,Jupiter Farms,26.9224,-80.2187,United States,US,USA,11787.0
Cafayate,Cafayate,-26.0829,-65.9666,Argentina,AR,ARG,11785.0
Enumclaw,Enumclaw,47.2017,-121.9897,United States,US,USA,11784.0
Port Lavaca,Port Lavaca,28.6181,-96.6278,United States,US,USA,11781.0
Nelson,Nelson,49.4837,-117.2833,Canada,CA,CAN,11779.0
Negēlē,Negele,5.3166,39.5833,Ethiopia,ET,ETH,11772.0
Bogalusa,Bogalusa,30.7812,-89.8633,United States,US,USA,11771.0
Goulds,Goulds,25.5614,-80.388,United States,US,USA,11768.0
Florham Park,Florham Park,40.7773,-74.3953,United States,US,USA,11765.0
Nanakuli,Nanakuli,21.3892,-158.1445,United States,US,USA,11757.0
Malvern,Malvern,34.3689,-92.8187,United States,US,USA,11751.0
Rurrenabaque,Rurrenabaque,-14.46,-67.56,Bolivia,BO,BOL,11749.0
Lovington,Lovington,32.9125,-103.3277,United States,US,USA,11743.0
Chowchilla,Chowchilla,37.1095,-120.2349,United States,US,USA,11740.0
Magdagachi,Magdagachi,53.45,125.8,Russia,RU,RUS,11739.0
Vail,Vail,32.0217,-110.6937,United States,US,USA,11735.0
Elma,Elma,42.8231,-78.6371,United States,US,USA,11735.0
Cocoa Beach,Cocoa Beach,28.3326,-80.6274,United States,US,USA,11733.0
East Grand Rapids,East Grand Rapids,42.9464,-85.6088,United States,US,USA,11731.0
Coolidge,Coolidge,32.9395,-111.5261,United States,US,USA,11725.0
The Pinery,The Pinery,39.4461,-104.7592,United States,US,USA,11720.0
Diamond Springs,Diamond Springs,38.692,-120.8391,United States,US,USA,11717.0
Miller Place,Miller Place,40.9374,-72.9864,United States,US,USA,11709.0
Tomball,Tomball,30.0964,-95.6186,United States,US,USA,11707.0
Putnam Valley,Putnam Valley,41.3979,-73.8368,United States,US,USA,11705.0
Orange City,Orange City,28.9349,-81.2882,United States,US,USA,11697.0
Upper Montclair,Upper Montclair,40.8428,-74.2014,United States,US,USA,11696.0
Beachwood,Beachwood,41.4759,-81.503,United States,US,USA,11696.0
Dranesville,Dranesville,38.9955,-77.3693,United States,US,USA,11690.0
Forestville,Forestville,38.8518,-76.8708,United States,US,USA,11689.0
Newcastle,Newcastle,47.5303,-122.1633,United States,US,USA,11681.0
Athol,Athol,42.5841,-72.2177,United States,US,USA,11680.0
Snyder,Snyder,32.7133,-100.9113,United States,US,USA,11678.0
Byram,Byram,32.189,-90.2861,United States,US,USA,11671.0
Chino Valley,Chino Valley,34.7594,-112.4107,United States,US,USA,11667.0
Seven Hills,Seven Hills,41.3805,-81.6737,United States,US,USA,11663.0
Collegedale,Collegedale,35.0521,-85.0488,United States,US,USA,11659.0
Gympie,Gympie,-26.1886,152.6709,Australia,AU,AUS,11649.0
Mamakating,Mamakating,41.586,-74.4951,United States,US,USA,11649.0
Brattleboro,Brattleboro,42.8618,-72.6145,United States,US,USA,11646.0
Mont-Laurier,Mont-Laurier,46.5504,-75.5,Canada,CA,CAN,11642.0
Mendota,Mendota,36.7555,-120.3777,United States,US,USA,11642.0
Schiller Park,Schiller Park,41.9586,-87.8693,United States,US,USA,11640.0
Jerome,Jerome,42.7183,-114.5159,United States,US,USA,11638.0
Dudley,Dudley,42.055,-71.9352,United States,US,USA,11637.0
Lundazi,Lundazi,-12.2895,33.17,Zambia,ZM,ZMB,11635.0
Clute,Clute,29.0257,-95.3975,United States,US,USA,11634.0
