City,City-Country_EN
"A Coruña, España","A Coruna, Spain"
"Pyongyang, Corea del Norte","Pyongyang, North Korea"
"Soweto, Sudáfrica","Soweto, South Africa"
"Turín, Italia","Turin, Italy"
"Ciudad de Panamá, Panamá","Panama City, Panama"
"Cathedral City, CA, Estados Unidos","Cathedral City, CA, United States"
"Punta Cana, República Dominicana","Punta Cana, Dominican Republic"
"Gujranwala, Pakistán","Gujranwala, Pakistan"
"Xuzhou, China","Xuzhou, China"
"Faisalabad, Pakistán","Faisalabad, Pakistan"
"Avignon, Francia","Avignon, France"
"Biarritz, Francia","Biarritz, France"
"Zhoukou, China","Zhoukou, China"
"Dorobō, Japón","Dorobō, Japan"
"Datong, China","Datong, China"
"Charlotte Amalie, Islas Vírgenes de los Estados Unidos","Charlotte Amalie, United States Virgin Islands"
"Kagoshima, Japón","Kagoshima, Japan"
"Jeddah, Arabia Saudí","Jeddah, Saudi Arabia"
"Philipsburg, Sint Maarten","Philipsburg, Sint Maarten"
"Ciudad del Vaticano, Ciudad del Vaticano","Vatican City, Vatican City"
"Nampo, Corea del Norte","Nampo, North Korea"
"Accra, Ghana","Accra, Ghana"
"Doha, Qatar","Doha, Qatar"
"Luxemburgo, Luxemburgo","Luxembourg, Luxembourg"
"Hamhung, Corea del Norte","Hamhung, North Korea"
"Chamonix, Francia","Chamonix, France"
"Hamilton, Bermudas","Hamilton, Bermuda"
"Zhucheng, China","Zhucheng, China"
"Cody, WY, Estados Unidos","Cody, WY, United States"
"Zhengzhou, China","Zhengzhou, China"
"Basel, Suiza","Basel, Switzerland"
"Ashgabat, Turkmenistán","Ashgabat, Turkmenistan"
"Arendal, Noruega","Arendal, Norway"
"Estación McMurdo, Antártida","McMurdo Station, Antarctica"
"Amundsen-Scott, Antártida","Amundsen-Scott, Antarctica"
"Saint Helier, Jersey","Saint Helier, Jersey"
"Park City, UT, Estados Unidos","Park City, UT, United States"
"Anshan, China","Anshan, China"
"Karachi, Pakistan","Karachi, Pakistan"
"Rawalpindi, Pakistán","Rawalpindi, Pakistan"
"Zhuhai, China","Zhuhai, China"
"Ciudad de Kuwait, Kuwait","Kuwait City, Kuwait"
"Basse-Terre, Guadalupe","Basse-Terre, Guadeloupe"
"Deventer, Holanda","Deventer, Netherlands"
"Nápoles, Italia","Naples, Italy"
"Sariwon, Corea del Norte","Sariwon, North Korea"
"Palm Desert, CA, Estados Unidos","Palm Desert, CA, United States"
"Lugano, Suiza","Lugano, Switzerland"
"Road Town, Islas Vírgenes Británicas","Road Town, British Virgin Islands"
"Duhok, Kurdistán","Duhok, Kurdistan"
"Frederick, MD, Estados Unidos","Frederick, MD, United States"
"Jinan, China","Jinan, China"
"Newport Beach, CA, Estados Unidos","Newport Beach, CA, United States"
"Arnhem, Países Bajos","Arnhem, Netherlands"
"Kota, India","Kota, India"
"Zandvoort, Países Bajos","Zandvoort, Netherlands"
"Napa, CA, Estados Unidos","Napa, CA, United States"
"Kamiyama, Japón","Kamiyama, Japan"
"Venecia, Italia","Venice, Italy"
"Gurgaon, India","Gurgaon, India"
"Sulaymaniyah, Kurdistán","Sulaymaniyah, Kurdistan"
"Espoo, Finlandia","Espoo, Finland"
"Jamestown, Santa Helena","Jamestown, Saint Helena"
"George Town, Islas Caimán","George Town, Cayman Islands"
"Oxnard, CA, Estados Unidos","Oxnard, CA, United States"
"Haarlem, Holanda","Haarlem, Netherlands"
"Punta del Este, Uruguay","Punta del Este, Uruguay"
"Islamabad, Pakistán","Islamabad, Pakistan"
"Aurora, IL, Estados Unidos","Aurora, IL, United States"
"Torshavn, Islas Feroe, Dinamarca","Torshavn, Faroe Islands, Denmark"
"Cagliari, Italia","Cagliari, Italy"
"Ferrara, Italia","Ferrara, Italy"
"Islas de la Bahía, Honduras","Bay Islands, Honduras"
"Baton Rouge, LA, Estados Unidos","Baton Rouge, LA, United States"
"Multan, Pakistán","Multan, Pakistan"
"Weifang, China","Weifang, China"
"Alepo, Siria","Aleppo, Syria"
"Cali, Colombia","Cali, Colombia"
"Nago, Okinawa, Japón","Nago, Okinawa, Japan"
"Addis Abeba, Etiopía","Addis Ababa, Ethiopia"
"Lahore, Pakistán","Lahore, Pakistan"
"San Angelo, TX, Estados Unidos","San Angelo, TX, United States"
"Abuja, Nigeria","Abuja, Nigeria"
"Port Moresby, Papua Nueva Guinea","Port Moresby, Papua New Guinea"
"Siena, Italia","Siena, Italy"
"Nassau, Las Bahamas","Nassau, The Bahamas"
"Ashland, OR, Estados Unidos","Ashland, OR, United States"
"Anyang, China","Anyang, China"
"Northampton, Reino Unido","Northampton, United Kingdom"
"Texel, Holanda","Texel, Netherlands"
"Monza, Italia","Monza, Italy"
"Harrisonburg, VA, Estados Unidos","Harrisonburg, VA, United States"
"Rosario, Argentina","Rosario, Argentina"
"Kitchener, Canadá","Kitchener, Canada"
"San Clemente, CA, Estados Unidos","San Clemente, CA, United States"
"Yinchuan, China","Yinchuan, China"
"Banff, Canadá","Banff, Canada"
"Zibo, China","Zibo, China"
"Xi An, China","Xi An, China"
"Kisangani, República Democrática del Congo","Kisangani, DR Congo"
"Taizhou, China","Taizhou, China"
"Midland, TX, Estados Unidos","Midland, TX, United States"
"Bilbao, España","Bilbao, Spain"
"Monterrey, México","Monterrey, Mexico"
"Dijon, Francia","Dijon, France"
"Kano, Nigeria","Kano, Nigeria"
"Yamoussoukro, Cote d'Ivoire","Yamoussoukro, Cote d'Ivoire"
"Santa Barbara, CA, Estados Unidos","Santa Barbara, CA, United States"
"Lake Tahoe, CA, Estados Unidos","Lake Tahoe, CA, United States"
"Milán, Italia","Milan, Italy"
"Taiyuan, China","Taiyuan, China"
"León, Nicaragua","León, Nicaragua"
"Chifeng, China","Chifeng, China"
"Jerusalén, Israel","Jerusalem, Israel"
"Stamford, CT, Estados Unidos","Stamford, CT, United States"
"Tangshan, China","Tangshan, China"
"Wuhan, China","Wuhan, China"
"Brujas, Bélgica","Bruges, Belgium"
"Lusaka, Zambia","Lusaka, Zambia"
"Key West, FL, Estados Unidos","Key West, FL, United States"
"Chongjin, Corea del Norte","Chongjin, North Korea"
"Menlo Park, CA, Estados Unidos","Menlo Park, CA, United States"
"Santorini, Grecia","Santorini, Greece"
"Tarifa, España","Tarifa, Spain"
"Ube, Japón","Ube, Japan"
"Niamey, Níger","Niamey, Niger"
"Luoyang, China","Luoyang, China"
"San Mateo, CA, Estados Unidos","San Mateo, CA, United States"
"Shijiazhuang, China","Shijiazhuang, China"
"Port Orange, FL, Estados Unidos","Port Orange, FL, United States"
"Port Vila, Vanuatu","Port Vila, Vanuatu"
"Muscat, Omán","Muscat, Oman"
"Palo Alto, CA, Estados Unidos","Palo Alto, CA, United States"
"Tianjin, China","Tianjin, China"
"Tilburg, Holanda","Tilburg, Netherlands"
"Kaechon, Corea del Norte","Kaechon, North Korea"
"Dongying, China","Dongying, China"
"Nanyang, China","Nanyang, China"
"Joplin, MO, Estados Unidos","Joplin, MO, United States"
"Copán, Honduras","Copan, Honduras"
"Sendai, Japón","Sendai, Japan"
"Waco, TX, Estados Unidos","Waco, TX, United States"
"Rodas, Grecia","Rhodes, Greece"
"Gulfport, MS, Estados Unidos","Gulfport, MS, United States"
"West Palm Beach, FL, Estados Unidos","West Palm Beach, FL, United States"
"Kenosha, WI, Estados Unidos","Kenosha, WI, United States"
"Santa Cruz, Bolivia","Santa Cruz, Bolivia"
"Youngstown, OH, Estados Unidos","Youngstown, OH, United States"
"Bhubaneswar, India","Bhubaneswar, India"
"Port-au-Prince, Haití","Port-au-Prince, Haiti"
"Joao Pessoa, Brasil","Joao Pessoa, Brazil"
"Qiqihar, China","Qiqihar, China"
"Mykonos, Grecia","Mykonos, Greece"
"San Pedro, Belice","San Pedro, Belize"
"Tulare, CA, Estados Unidos","Tulare, CA, United States"
"Lanzhou, China","Lanzhou, China"
"Kaesong, Corea del Norte","Kaesong, North Korea"
"Orán, Argelia","Oran, Algeria"
"Milwaukee, WI, Estados Unidos","Milwaukee, WI, United States"
"Baotou, China","Baotou, China"
"Toluca, México","Toluca, Mexico"
"Hannover, Alemania","Hannover, Germany"
"Chania, Creta, Grecia","Chania, Crete, Greece"
"Abidjan, Cote d'Ivoire","Abidjan, Cote d'Ivoire"
"Scheveningen, Países Bajos","Scheveningen, Netherlands"
"Linda, Francia","Nice, France"
"Puning, China","Puning, China"
"Bridgeport, CT, Estados Unidos","Bridgeport, CT, United States"
"San Salvador, El Salvador","San Salvador, El Salvador"
"Estrasburgo, Francia","Strasbourg, France"
"Bursa, Turquía","Bursa, Turkey"
"Centennial, CO, Estados Unidos","Centennial, CO, United States"
"Belo Horizonte, Brasil","Belo Horizonte, Brazil"
"Shaoxing, China","Shaoxing, China"
"Lyon, Francia","Lyon, France"
"Lago de Como, Italia","Lake Como, Italy"
"Tebessa, Argelia","Tebessa, Algeria"
"Jilin, China","Jilin, China"
"Patras, Grecia","Patras, Greece"
"Chelyabinsk, Rusia","Chelyabinsk, Russia"
"Tegucigalpa, Honduras","Tegucigalpa, Honduras"
"Makati, Filipinas","Makati, Philippines"
"Noida, India","Noida, India"
"Tijuana, México","Tijuana, Mexico"
"Moradabad, India","Moradabad, India"
"Boise, ID, Estados Unidos","Boise, ID, United States"
"Montañita, Ecuador","Montanita, Ecuador"
"Matara, Sri Lanka","Matara, Sri Lanka"
"Great Falls, MT, Estados Unidos","Great Falls, MT, United States"
"Semarang, Indonesia","Semarang, Indonesia"
"Surakarta, Indonesia","Surakarta, Indonesia"
"Springfield, IL, Estados Unidos","Springfield, IL, United States"
"Mataram, Lombok, Indonesia","Mataram, Lombok, Indonesia"
"Bruselas, Belgica","Brussels, Belgium"
"Madison, WI, Estados Unidos","Madison, WI, United States"
"Provo, UT, Estados Unidos","Provo, UT, United States"
"Buffalo, NY, Estados Unidos","Buffalo, NY, United States"
"Bournemouth, Reino Unido","Bournemouth, United Kingdom"
"Kandy, Sri Lanka","Kandy, Sri Lanka"
"Osaka, Japón","Osaka, Japan"
"Colorado Springs, CO, Estados Unidos","Colorado Springs, CO, United States"
"Princeton, Nueva Jersey, Estados Unidos","Princeton, NJ, United States"
"Senggigi, Lombok, Indonesia","Senggigi, Lombok, Indonesia"
"Livingstone, Zambia","Livingstone, Zambia"
"Kaohsiung, Taiwán","Kaohsiung, Taiwan"
"Astana, Kazajstán","Astana, Kazakhstan"
"Oregon City, OR, Estados Unidos","Oregon City, OR, United States"
"Nottingham, Reino Unido","Nottingham, United Kingdom"
"Spokane Valley, WA, Estados Unidos","Spokane Valley, WA, United States"
"Moncton, Canadá","Moncton, Canada"
"Jackson, TN, Estados Unidos","Jackson, TN, United States"
"Valdosta, GA, Estados Unidos","Valdosta, GA, United States"
"Iowa City, IA, Estados Unidos","Iowa City, IA, United States"
"Krasnoyarsk, Rusia","Krasnoyarsk, Russia"
"Nantes, Francia","Nantes, France"
"Bishkek, Kirguistán","Bishkek, Kyrgyzstan"
"Pittsburgh, PA, Estados Unidos","Pittsburgh, PA, United States"
"Las Cruces, NM, Estados Unidos","Las Cruces, NM, United States"
"Nuku'alofa, Tonga","Nuku'alofa, Tonga"
"Corralejo, Canarias, España","Corralejo, Canary Islands, Spain"
"Harare, Zimbabwe","Harare, Zimbabwe"
"Skopje, Macedonia del Norte","Skopje, North Macedonia"
"Santa Rosa, CA, Estados Unidos","Santa Rosa, CA, United States"
"San Luis Potosí, México","San Luis Potosi, Mexico"
"Dubuque, IA, Estados Unidos","Dubuque, IA, United States"
"Hua Hin, Tailandia","Hua Hin, Thailand"
"Agadir, Marruecos","Agadir, Morocco"
"Kosice, Eslovaquia","Kosice, Slovakia"
"Langkawi, Malasia","Langkawi, Malaysia"
"Bandung, Indonesia","Bandung, Indonesia"
"Lethbridge, Canadá","Lethbridge, Canada"
"Newcastle Upon Tyne, Reino Unido","Newcastle Upon Tyne, United Kingdom"
"Johnson City, TN, Estados Unidos","Johnson City, TN, United States"
"Guanajuato, México","Guanajuato, Mexico"
"Thiruvananthapuram, India","Thiruvananthapuram, India"
"Yogyakarta, Indonesia","Yogyakarta, Indonesia"
"Reno, NV, Estados Unidos","Reno, NV, United States"
"Topeka, KS, Estados Unidos","Topeka, KS, United States"
"Luang Prabang, Laos","Luang Prabang, Laos"
"Fort Lauderdale, FL, Estados Unidos","Fort Lauderdale, FL, United States"
"Hermosillo, México","Hermosillo, Mexico"
"Ko Lipe, Tailandia","Ko Lipe, Thailand"
"Duluth, MN, Estados Unidos","Duluth, MN, United States"
"Appleton, WI, Estados Unidos","Appleton, WI, United States"
"S t. Louis, MO, Estados Unidos ","St. Louis, MO, United States"
"Ankara, Turquía","Ankara, Turkey"
"Hvar, Croacia","Hvar, Croatia"
"Bar, Montenegro","Bar, Montenegro"
"Port St. Lucie, FL, Estados Unidos","Port St. Lucie, FL, United States"
"Savannah, GA, Estados Unidos","Savannah, GA, United States"
"Merced, CA, Estados Unidos","Merced, CA, United States"
"Lexington, KY, Estados Unidos","Lexington, KY, United States"
"Arequipa, Perú","Arequipa, Peru"
"Palembang, Sumatra, Indonesia","Palembang, Sumatra, Indonesia"
"Erie, PA, Estados Unidos","Erie, PA, United States"
"Omaha, NE, Estados Unidos","Omaha, NE, United States"
"Jena, Alemania","Jena, Germany"
"Hilo, Hawaii, Estados Unidos","Hilo, Hawaii, United States"
"Hue, Vietnam","Hue, Vietnam"
"Trondheim, Noruega","Trondheim, Norway"
"Goiania, Brasil","Goiania, Brazil"
"Casablanca, Marruecos","Casablanca, Morocco"
"Guayaquil, Ecuador","Guayaquil, Ecuador"
"Brentwood, CA, Estados Unidos","Brentwood, CA, United States"
"Sparks, NV, Estados Unidos","Sparks, NV, United States"
"Carson City, NV, Estados Unidos","Carson City, NV, United States"
"Kuta, Bali, Indonesia","Kuta, Bali, Indonesia"
"Norwich, Reino Unido","Norwich, United Kingdom"
"Davenport, IA, Estados Unidos","Davenport, IA, United States"
"Ushuaia, Argentina","Ushuaia, Argentina"
"Dothan, AL, Estados Unidos","Dothan, AL, United States"
"São José dos Campos, Brasil","São José dos Campos, Brazil"
"Fort Smith, AR, Estados Unidos","Fort Smith, AR, United States"
"La Haya, Países Bajos","The Hague, Netherlands"
"Florencia, Italia","Florence, Italy"
"Billings, MT, Estados Unidos","Billings, MT, United States"
"Allentown, PA, Estados Unidos","Allentown, PA, United States"
"Boracay, Filipinas","Boracay, Philippines"
"Port Louis, Mauricio","Port Louis, Mauritius"
"Gaborone, Botswana","Gaborone, Botswana"
"Santo Domingo, República Dominicana","Santo Domingo, Dominican Republic"
"Tracy, CA, Estados Unidos","Tracy, CA, United States"
"Scranton, PA, Estados Unidos","Scranton, PA, United States"
"Amberes, Bélgica","Antwerp, Belgium"
"Asunción, Paraguay","Asuncion, Paraguay"
"Mui Ne, Vietnam","Mui Ne, Vietnam"
"Yuba City, CA, Estados Unidos","Yuba City, CA, United States"
"Grand Forks, ND, Estados Unidos","Grand Forks, ND, United States"
"Kigali, Ruanda","Kigali, Rwanda"
"Baku, Azerbaiyán","Baku, Azerbaijan"
"Dnipro, Ucrania","Dnipro, Ukraine"
"Guwahati, India","Guwahati, India"
"Charleston, SC, Estados Unidos","Charleston, SC, United States"
"Bucaramanga, Colombia","Bucaramanga, Colombia"
"Waterloo, IA, Estados Unidos","Waterloo, IA, United States"
"Jiaxing, China","Jiaxing, China"
Port said Egipto,"Port Said, Egypt"
"Grenoble, Francia","Grenoble, France"
"Springdale, AR, Estados Unidos","Springdale, AR, United States"
"Lafayette, LA, Estados Unidos","Lafayette, LA, United States"
"Amritsar, India","Amritsar, India"
"Karlsruhe, Alemania","Karlsruhe, Germany"
"Vadodara, India","Vadodara, India"
"Iasi, Rumania","Iasi, Romania"
"Palma, Mallorca, España","Palma, Mallorca, Spain"
"Visalia, CA, Estados Unidos","Visalia, CA, United States"
"Antigua, Guatemala","Antigua, Guatemala"
"Lodi, CA, Estados Unidos","Lodi, CA, United States"
"Victoria, TX, Estados Unidos","Victoria, TX, United States"
"Gold Coast, Australia","Gold Coast, Australia"
"Pharr, TX, Estados Unidos","Pharr, TX, United States"
"Novosibirsk, Rusia","Novosibirsk, Russia"
"Lille, Francia","Lille, France"
"Honolulu, Hawaii, Estados Unidos","Honolulu, Hawaii, United States"
"Torreón, México","Torreon, Mexico"
"Medan, Sumatra, Indonesia","Medan, Sumatra, Indonesia"
"Ipoh, Malasia","Ipoh, Malaysia"
"Washington, DC, Estados Unidos","Washington, DC, United States"
"Bradenton, FL, Estados Unidos","Bradenton, FL, United States"
"Nizhny, Rusia","Nizhny, Russia"
"Vitória, Brasil","Vitória, Brazil"
Leipzig - Alemania,"Leipzig, Germany"
"Coeur d'Alene, ID, Estados Unidos","Coeur d'Alene, ID, United States"
"Rzeszow, Polonia","Rzeszow, Poland"
"McAllen, TX, Estados Unidos","McAllen, TX, United States"
"Oranjestad, Aruba","Oranjestad, Aruba"
"Olympia, WA, Estados Unidos","Olympia, WA, United States"
"Raipur, India","Raipur, India"
"Trento, Italia","Trento, Italy"
"Winston, NC, Estados Unidos","Winston, NC, United States"
"Mission, TX, Estados Unidos","Mission, TX, United States"
"Malaca, Malasia","Malacca, Malaysia"
"Nijmegen, Holanda","Nijmegen, Netherlands"
"Manama, Bahrein","Manama, Bahrain"
"Faro, Algarve, Portugal","Faro, Algarve, Portugal"
"Fuzhou, China","Fuzhou, China"
"Palermo, Italia","Palermo, Italy"
"Jartum, Sudán","Khartoum, Sudan"
"Rapid City, SD, Estados Unidos","Rapid City, SD, United States"
"Galway, Irlanda","Galway, Ireland"
"Fresno, CA, Estados Unidos","Fresno, CA, United States"
"Beaverton, OR, Estados Unidos","Beaverton, OR, United States"
"Rabat, Marruecos","Rabat, Morocco"
"Corvallis, OR, Estados Unidos","Corvallis, OR, United States"
"San Pedro de Atacama, Chile","San Pedro de Atacama, Chile"
"Liberia, Costa Rica","Liberia, Costa Rica"
"Luton, Reino Unido","Luton, United Kingdom"
"Sioux City, IA, Estados Unidos","Sioux City, IA, United States"
"Tampere, Finlandia","Tampere, Finland"
"Lubumbashi, República Democrática del Congo","Lubumbashi, DR Congo"
"S t. Joseph, MO, Estados Unidos ","St. Joseph, MO, United States"
"Constantine, Argelia","Constantine, Algeria"
"Málaga, España","Malaga, Spain"
"Izhevsk, Rusia","Izhevsk, Russia"
"Tuscaloosa, AL, Estados Unidos","Tuscaloosa, AL, United States"
"Campos dos Goytacazes, Brasil","Campos dos Goytacazes, Brazil"
"Sao Luis, Brasil","Sao Luis, Brazil"
"Bellingham, WA, Estados Unidos","Bellingham, WA, United States"
"Treviso, Italia","Treviso, Italy"
"Tamarindo, Costa Rica","Tamarindo, Costa Rica"
"Pai, Tailandia","Pai, Thailand"
"Dongguan, China","Dongguan, China"
"Decatur, IL, Estados Unidos","Decatur, IL, United States"
"Hemet, CA, Estados Unidos","Hemet, CA, United States"
"Brasilia, Brasil","Brasilia, Brazil"
"Oulu, Finlandia","Oulu, Finland"
"Chico, CA, Estados Unidos","Chico, CA, United States"
"Changzhou, China","Changzhou, China"
"Sayulita, México","Sayulita, Mexico"
"Exeter, Reino Unido","Exeter, United Kingdom"
"Wanaka, Nueva Zelanda","Wanaka, New Zealand"
"Manteca, CA, Estados Unidos","Manteca, CA, United States"
"Sorocaba, Brasil","Sorocaba, Brazil"
"Casper, WY, Estados Unidos","Casper, WY, United States"
"Huai'an, China","Huai'an, China"
"Sharjah, Emiratos Árabes Unidos","Sharjah, United Arab Emirates"
"Lublin, Polonia","Lublin, Poland"
"Pensacola, FL, Estados Unidos","Pensacola, FL, United States"
"Belfast, Reino Unido","Belfast, United Kingdom"
"Ciudad de Quebec, Canadá","Quebec City, Canada"
"Verdi, NV, Estados Unidos","Verdi, NV, United States"
"Ciutadella, Menorca, España","Ciutadella, Menorca, Spain"
"Byron Bay, Australia","Byron Bay, Australia"
"Chennai, India","Chennai, India"
"Taos, NM, Estados Unidos","Taos, NM, United States"
"Ulyanovsk, Rusia","Ulyanovsk, Russia"
"Turlock, CA, Estados Unidos","Turlock, CA, United States"
"Canberra, Australia","Canberra, Australia"
"Huizhou, China","Huizhou, China"
"Cincinnati, OH, Estados Unidos","Cincinnati, OH, United States"
"Liuzhou, China","Liuzhou, China"
"Utrecht, Países Bajos","Utrecht, Netherlands"
"Kassel, Alemania","Kassel, Germany"
"Visakhapatnam, India","Visakhapatnam, India"
"Cixi, China","Cixi, China"
"Pasco, WA, Estados Unidos","Pasco, WA, United States"
"Daejeon, Corea del Sur","Daejeon, South Korea"
"Pamplona, ​​España","Pamplona, Spain"
"Huntsville, AL, Estados Unidos","Huntsville, AL, United States"
"Barranquilla, Colombia","Barranquilla, Colombia"
"Kunming, China","Kunming, China"
"Brazzaville, Congo","Brazzaville, Congo"
"Henderson, NV, Estados Unidos","Henderson, NV, United States"
"Schenectady, NY, Estados Unidos","Schenectady, NY, United States"
"Jyvaskyla, Finlandia","Jyvaskyla, Finland"
"Limassol, Chipre","Limassol, Cyprus"
"Indore, India","Indore, India"
"Coimbatore, India","Coimbatore, India"
"Kelowna, Canadá","Kelowna, Canada"
"Vang Vieng, Laos","Vang Vieng, Laos"
"Worcester, MA, Estados Unidos","Worcester, MA, United States"
"Bend, OR, Estados Unidos","Bend, OR, United States"
"Johor Bahru, Malasia","Johor Bahru, Malaysia"
"Dubai, Emiratos Arabes Unidos","Dubai, United Arab Emirates"
"Porto Alegre, Brasil","Porto Alegre, Brazil"
"High Point, NC, Estados Unidos","High Point, NC, United States"
"Bielefeld, Alemania","Bielefeld, Germany"
"Santa Fe, NM, Estados Unidos","Santa Fe, NM, United States"
"Valparaíso, Chile","Valparaíso, Chile"
"Bridgeton, MO, Estados Unidos","Bridgeton, MO, United States"
"Antofagasta, Chile","Antofagasta, Chile"
"Utica, NY, Estados Unidos","Utica, NY, United States"
"Naha, Okinawa, Japón","Naha, Okinawa, Japan"
"Mendoza, Argentina","Mendoza, Argentina"
"Dahab, Egipto","Dahab, Egypt"
"Hohhot, China","Hohhot, China"
"Manaos, Brasil","Manaus, Brazil"
"Sarasota, FL, Estados Unidos","Sarasota, FL, United States"
"Brighton, Reino Unido","Brighton, United Kingdom"
"Kaliningrado, Rusia","Kaliningrad, Russia"
"Waukegan, IL, Estados Unidos","Waukegan, IL, United States"
"Shenzhen, China","Shenzhen, China"
"Anderson, IN, Estados Unidos","Anderson, IN, United States"
"Bolonia, Italia","Bologna, Italy"
"Guelph, Canadá","Guelph, Canada"
"Trieste, Italia","Trieste, Italy"
"Kunshan, China","Kunshan, China"
"Durban, Sudáfrica","Durban, South Africa"
"Itapema, Brasil","Itapema, Brazil"
"Srinagar, India","Srinagar, India"
"Janesville, WI, Estados Unidos","Janesville, WI, United States"
"Nantong, China","Nantong, China"
"Eindhoven, Holanda","Eindhoven, Netherlands"
"Huaibei, China","Huaibei, China"
"La Crosse, WI, Estados Unidos","La Crosse, WI, United States"
"Douala, Camerún","Douala, Cameroon"
"Novocherkassk, Rusia","Novocherkassk, Russia"
"Changshu, China","Changshu, China"
"Puerto Viejo, Costa Rica","Puerto Viejo, Costa Rica"
"Idaho Falls, ID, Estados Unidos","Idaho Falls, ID, United States"
"Pueblo, CO, Estados Unidos","Pueblo, CO, United States"
"Salem, OR, Estados Unidos","Salem, OR, United States"
"Sochi, Rusia","Sochi, Russia"
"Argel, Argelia","Algiers, Algeria"
"Taichung, Taiwan","Taichung, Taiwan"
"Dededo, Guam","Dededo, Guam"
"Puerto España, Trinidad y Tobago","Port of Spain, Trinidad and Tobago"
"Campo Grande, Brasil","Campo Grande, Brazil"
"Darmstadt, Alemania","Darmstadt, Germany"
"Chandigarh, India","Chandigarh, India"
"Virginia Beach, VA, Estados Unidos","Virginia Beach, VA, United States"
"Ufa, Rusia","Ufa, Russia"
"Riverside, CA, Estados Unidos","Riverside, CA, United States"
"Fukuoka, Japón","Fukuoka, Japan"
"Managua, Nicaragua","Managua, Nicaragua"
"Uagadugú, Burkina Faso","Ouagadougou, Burkina Faso"
"Kumasi, Ghana","Kumasi, Ghana"
"Hesperia, CA, Estados Unidos","Hesperia, CA, United States"
"Lomé, Togo","Lome, Togo"
"Port Harcourt, Nigeria","Port Harcourt, Nigeria"
"Urumqi, China","Urumqi, China"
"Kaduna, Nigeria","Kaduna, Nigeria"
"Scottsdale, AZ, Estados Unidos","Scottsdale, AZ, United States"
"San Pedro Sula, Honduras","San Pedro Sula, Honduras"
"Rajkot, India","Rajkot, India"
"Xining, China","Xining, China"
"Yokohama, Japón","Yokohama, Japan"
"Wuxi, China","Wuxi, China"
"Bagdad, Irak","Baghdad, Iraq"
"Libreville, Gabón","Libreville, Gabon"
"Sana'a, Yemen","Sana'a, Yemen"
"Bridgetown, Barbados","Bridgetown, Barbados"
"Funafuti, Tuvalu","Funafuti, Tuvalu"
"Nagasaki, Japón","Nagasaki, Japan"
"Incline Village, NV, Estados Unidos","Incline Village, NV, United States"
"Banjul, Gambia","Banjul, Gambia"
"Mónaco, Mónaco","Monaco, Monaco"
"Avarua, Islas Cook","Avarua, Cook Islands"
"Larnaca, Chipre","Larnaca, Cyprus"
"Dammam, Arabia Saudita","Dammam, Saudi Arabia"
"Kauai, Hawaii, Estados Unidos","Kauai, Hawaii, United States"
"Honiara, Islas Salomón","Honiara, Solomon Islands"
"Shenyang, China","Shenyang, China"
"Portsmouth, Reino Unido","Portsmouth, United Kingdom"
"Ginebra, Suiza","Geneva, Switzerland"
"Caracas, Venezuela","Caracas, Venezuela"
"Conakry, Guinea","Conakry, Guinea"
"Caye Caulker, Belice","Caye Caulker, Belize"
"Dortmund, Alemania","Dortmund, Germany"
"Harbin, China","Harbin, China"
"Nuuk, Groenlandia","Nuuk, Greenland"
"Ciudad de Belice, Belice","Belize City, Belize"
"Abu Dhabi, Emiratos Arabes Unidos","Abu Dhabi, United Arab Emirates"
"Temecula, CA, Estados Unidos","Temecula, CA, United States"
"Gori, Georgia","Gori, Georgia"
"Isla Tsushima, Japón","Tsushima Island, Japan"
"Joliet, IL, Estados Unidos","Joliet, IL, United States"
"Saratov, Rusia","Saratov, Russia"
"Jundiaí, Brasil","Jundiaí, Brazil"
"Cheltenham, Reino Unido","Cheltenham, United Kingdom"
"Nanjing, China","Nanjing, China"
"Aalborg, Dinamarca","Aalborg, Denmark"
"Coventry, Reino Unido","Coventry, United Kingdom"
"Oxford, Reino Unido","Oxford, United Kingdom"
"Anchorage, AK, Estados Unidos","Anchorage, AK, United States"
"Hong Kong, Hong Kong","Hong Kong, Hong Kong"
"Bergen, Noruega","Bergen, Norway"
"Maseru, Lesotho","Maseru, Lesotho"
"Lovaina, Bélgica","Leuven, Belgium"
"Vladivostok, Rusia","Vladivostok, Russia"
"Salzburgo, Austria","Salzburg, Austria"
"Sinuiju, Corea del Norte","Sinuiju, North Korea"
"Kobe, Japón","Kobe, Japan"
"Hama, Siria","Hama, Syria"
"Xiangtan, China","Xiangtan, China"
"Naypyidaw, Myanmar","Naypyidaw, Myanmar"
"Dushanbe, Tayikistán","Dushanbe, Tajikistan"
"Okayama, Japón","Okayama, Japan"
"Medina, Arabia Saudita","Medina, Saudi Arabia"
"Montpellier, Francia","Montpellier, France"
"Leeuwarden, Holanda","Leeuwarden, Netherlands"
"Monterey, CA, Estados Unidos","Monterey, CA, United States"
"Tashkent, Uzbekistán","Tashkent, Uzbekistan"
"Victorville, CA, Estados Unidos","Victorville, CA, United States"
"Mountain View, CA, Estados Unidos","Mountain View, CA, United States"
"Lincoln, NE, Estados Unidos","Lincoln, NE, United States"
"Indio, CA, Estados Unidos","Indio, CA, United States"
"Lucca, Italia","Lucca, Italy"
"Cambridge, Reino Unido","Cambridge, United Kingdom"
"Erbil, Kurdistán","Erbil, Kurdistan"
"Haifa, Israel","Haifa, Israel"
